lpad;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c21gtrhh;c22gtrhh;c23gtrhh;c24gtrhh;c25gtrhh;c26gtrhh;c27gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
20.46.67.142.113;1;223;206;17;0;139;1;4;6;13;13;13;3;12;7;7;5;0;0;207;0;7;1;8;4;219;80;143;541;521;2;4;0;0;232;136;0;429.65;27.7;37.6;439.55;15.98;1.02;5.18;7.1;29.28;215.66;188.51;1.3;0;4.8;410.27;156;48;4;0;0;1.3;0;0;0;0;0;0;2536;1720;167;163;4;0;0;0;0;0;535;15;5;0;400;12;4;0;1;0;0;0;2;6;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;5.9;149.36;0;0;0.4;0;0;0;2.73;2.2;0.45;1.81;0.2;0;1.46;1.47;22.88;10.41;6.63;0;0;0;0.1;44.01;69.58;1.57;0;0;32.01;1.75;0.2;12.31;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.39;36.95;7393;2.42;339;54.01;8875;18.34;2483;10.02;2524;0.15;10;0;0;0;0;0;0;0;0;0.63;143;0.3;92;1.28;271;0.7;186;2.7;678;0;0;0;0;41.23;0;0.35;137;0.3;126;3.25;190;13.25;2142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;32;57;223;223;2;223;212;200;16;216;0;0;8;0;0;0;0;0;0;1;0;0;59;40;0;439.17;15.64;0;429.27;27.7;37.6;439.17;15.64;1.02;5.18;7.1;28.94;215.64;188.49;1.3;0;4.8;410.23;0;0;1.3;0;0;0;0;0;0
20.46.67.142.114;1;334;280;54;0;176;4;13;10;6;67;7;6;19;2;17;4;1;2;289;1;15;7;22;2;332;119;215;843;876;0;7;15;0;347;201;0;730.31;56.2;76.44;750.55;54.11;9.69;1.1;58.8;123.7;344.47;278.78;1.3;0;2.3;626.85;197;69;12;42.9;0;1.8;0;0;0;0;0;0;3039;2935;161;23;31;0;0;0;0;0;734;26;14;0;677;41;13;0;38;0;0;0;7;3;10;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;46;2.7;243.85;56.9;0;2.92;0;0;0;6.37;8.49;0.6;4.96;0.3;0;0.1;1.13;12.17;5.12;8.82;0;0;0;0;50.21;87.22;1.39;0;0;53.19;0.2;1;112.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.07;30.05;3580;4.75;391;59.25;8532;23.74;2916;2.03;322;2.66;328;0.3;22;0.1;4;0.97;107;0.03;4;0.45;43;0.11;3;1.89;236;1.59;201;0.58;61;0.04;0;1.77;526;87.81;0;6;562;0.4;88;12.35;1915;24.03;10181;0.2;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303;55;111;334;331;66;333;269;249;6;284;48;0;7;0;0;0;0;0;0;1;8;0;115;71;0;739.53;44.28;42.9;722.15;55.4;72.78;739.53;44.28;8.69;1.1;58.7;112.77;344.38;278.78;1.3;0;2.3;626.76;42.9;0;1.8;0;0;0;0;0;0
20.46.67.142.152;1;960;885;75;0;245;8;97;74;79;162;36;14;94;47;75;19;4;6;434;43;83;88;312;20;940;326;634;2424;2363;2;10;0;0;516;16;0;1708.94;149.4;75.89;1635.43;98.17;17.68;73.85;10.4;200.1;497.67;869.96;25.9;8.4;33.4;1435.33;756;157;7;108;0;23;1.5;0;0.1;0;0;0.1;10235;8170;1417;1696;809;0;1;50;45;13;1789;57;50;0;1397;55;28;0;30;0;0;0;10;0;6;3;0;0;101;5;134;4;3;0;1;6;3;0;0;13;93;247.27;198.33;91.32;0;5.74;0;0;0.01;12.76;8.25;5.07;13.77;3.88;0.4;5.45;4.13;7.36;15.04;12.08;0.2;0;0;0;76.09;126.82;2.9;0;0;88.83;1.4;1.81;13.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99;204.03;24160;14.29;1497;181.9;21834;141.54;16630;13.47;2485;11.7;2119;1.68;219;1.29;170;3.25;454;2.25;273;6.23;725;0.63;57;4.78;358;11.81;1944;3.45;488;0.02;0;3.36;1276;108.21;1242;3.33;349;3.84;491;24.34;2593;95.8;15555;1.03;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;955;169;146;960;953;62;959;655;877;107;925;171;0;72;5;0;1;0;0;1;0;0;0;97;12;0;1630.88;94.56;108;1703.53;148.4;75.75;1630.88;94.56;17.5;73.75;9.8;195.61;497.67;869.9;25.9;8.4;33.4;1435.27;108;0;23;1.5;0;0.1;0;0;0.1
20.46.67.142.153;1;478;447;31;0;81;24;46;34;46;176;14;3;29;11;11;3;0;0;343;68;21;9;37;8;470;332;146;1198;1142;0;32;24;0;489;202;0;776.11;27.8;180.97;929.28;59.8;9.9;0.42;162.9;233.02;253.47;410.49;8.9;1.5;21.9;696.26;387;76;6;81.7;0;5.3;1.9;1.1;0.6;0;0;0;4249;60;502;491;146;0;1;0;3;0;976;25;58;0;787;98;22;0;6;0;0;0;3;1;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;28;92.8;87.9;84.92;0.44;5.82;0.01;0;0.04;5.28;3.13;1.3;13.93;4.01;0.14;1.51;6.12;4.66;9.47;14.57;0.2;0.2;0;0.01;30.82;39.25;1.59;0;0;23.16;0.32;0.6;14.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112.81;10160;5.73;209;91.01;5493;81.43;5487;0.91;562;2.45;211;0.25;12;0.1;4;1.25;114;0.45;21;0.96;32;0.15;7;0.92;11;4.03;331;1.09;49;0.01;0;3.7;559;78.46;0;0.35;7;0.25;7;7.75;731;28.48;3521;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478;37;188;478;473;252;475;373;407;70;474;128;0;34;11;7;3;0;0;0;9;6;0;114;47;0;926.81;58.55;81.5;773.64;27.8;180.97;926.81;58.55;9.9;0.42;162.4;231.27;253.45;410.49;8.2;1.5;21.9;695.54;81.5;0;4.7;1.7;1.1;0.6;0;0;0
20.46.67.407.376;1;1871;1673;198;0;392;53;178;122;127;440;75;77;186;57;106;34;12;12;1102;26;105;170;468;57;1814;1027;844;4614;4487;6;11;5;0;1270;551;0;2604.11;149;147.9;2603.01;469.36;34.75;94.59;53.7;652.4;829.19;1000.32;42.8;16.1;62.2;1950.61;1135;194;21;213.9;0;23.6;0.4;0;0;0;0;1.53;16200;18895;2463;1827;646;30;6;0;26;62;3503;57;44;0;2672;83;17;0;346;0;3;0;13;8;41;5;5;17;7;1;281;0;52;2;9;23;5;0;0;28;488;316.65;486.08;248.82;1.66;6.54;0.25;0.18;0.15;27.46;16.85;8.6;13.77;10.46;0.48;3.06;5.06;11.61;11.98;11.59;4.2;3.55;0.16;0;156.54;338.75;6.69;0;0.02;165.45;4.3;0.25;25.6;0.51;3.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.27;157.94;36862;35.11;1787;175.3;32728;135.69;12239;4.14;721;7.38;2147;1.63;307;0.57;192;3.34;917;2.03;322;1.34;273;0.43;223;1.96;222;6.09;2027;4.06;650;1;0;10.87;3626;190.69;17489;2.09;335;5.99;10592;84.02;5564;245.18;42006;2.53;323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1815;157;249;1860;1843;186;1858;1074;1194;167;1405;322;0;31;2;0;0;0;0;5;2;0;0;183;60;0;2508.14;380.04;213.9;2500.9;136.8;144.04;2508.14;380.04;32.65;92.43;52.7;557.82;829.09;1000.23;42.7;16.1;62.2;1950.32;213.9;0;23.6;0.4;0;0;0;0;1.53
20.46.67.407.414;1;848;769;79;0;304;16;82;40;45;154;70;28;64;10;24;6;1;4;396;8;63;62;319;4;844;352;496;2150;2072;0;62;2;0;532;212;0;1881.01;72.5;60.71;1869.24;166.46;29.7;76.24;102.2;374.6;576.48;819.96;22.6;3.8;71.8;1494.64;506;162;31;221.1;0;14.6;4.3;1.5;1.2;0;0.1;2;6856;5395;934;724;460;40;9;0;55;12;1434;28;51;10;1238;93;24;0;59;12;1;0;4;9;15;0;2;1;0;0;0;0;6;3;0;3;0;0;0;0;167;16.79;390.75;198.04;0.2;1.92;0.05;0.1;0.07;7.3;14.39;4.09;2.35;4.14;0.17;0.53;1.33;17.26;4.53;5.94;0.07;0.95;0.1;0.15;127.74;213.59;2.06;0;0;110.86;1.42;2.2;69.82;0;1.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;78;10558;23.68;912;127.41;14200;67.18;3514;1.09;372;2.34;760;1.07;127;0.02;15;0.25;120;1.24;242;0.55;77;0;8;0.87;345;3.47;848;0.11;44;0;0;5.66;1162;294.14;0;4.49;493;0.45;70;63.74;4060;150.4;25870;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;818;96;113;840;836;247;839;587;632;194;708;239;0;43;4;4;2;0;1;2;23;2;0;179;76;0;1839.21;145.52;221.1;1848.92;69.3;59.59;1839.21;145.52;28.84;74.94;95.3;344.6;576.45;819.96;22.6;3.8;71.8;1494.61;221.1;0;14.6;4.3;1.5;1.2;0;0.1;2
20.46.67.507.490;1;4998;4373;625;0;1158;172;314;299;155;904;229;132;505;192;488;275;126;49;1858;187;579;872;1502;90;4908;1401;3597;12009;12061;18;58;21;0;1831;724;12;5755.5;384.6;399.88;5770.81;426.98;97.3;139.43;295.3;959.01;1770.87;2672.93;70.3;59.5;238.2;4811.8;2934;460;67;118.9;0;45.8;5.2;0;0.2;0;0;19.36;29630;25920;4823;4182;3614;30;166;0;314;293;5312;536;214;25;4635;332;107;0;152;22;4;0;26;46;58;112;37;462;11;20;38;1;24;20;35;28;12;0;0;40;250;310.26;810.67;247.32;0.35;8.97;0.35;0.25;0.3;42.73;63.15;9.46;84.56;13.63;3.91;25.74;43.42;68.91;64.88;87.61;3.6;4.26;0.26;1.1;245.6;462.66;17.79;0;0.2;305.63;35.29;2.47;184.74;1.34;4.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.36;573.78;100106;94.93;5867;389.69;60899;388.86;46298;29.94;6389;26.02;4402;11;1840;4.7;962;9.66;1564;2.51;525;8.41;2003;3.57;527;20.08;1952;28.33;6659;9.82;2112;5.45;3127;22.01;7862;382.09;28938;8.25;1240;19.31;9528;141.62;19359;445.14;110196;4.77;1109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4618;331;922;4970;4905;598;4954;2785;3385;425;3946;166;0;51;8;0;2;0;0;19;7;0;0;321;121;1;5631.24;350.1;118.9;5544.48;297.1;383.86;5631.24;350.1;75.73;134.49;268.5;828.82;1767.66;2667.66;69.4;59.5;238.2;4802.42;118.9;0;45.4;5.2;0;0.2;0;0;19.36
20.46.67.507.490;3;136;127;9;0;82;0;3;10;2;20;4;2;9;0;4;0;0;0;136;0;0;0;0;0;136;105;31;358;349;0;14;5;0;174;80;0;291.37;27.2;25.5;289.67;11.04;7.65;8;0;26.69;120.99;139.79;2.2;0;0;262.98;97;35;1;0;0;0;0;0;0;0;0;0;589;0;12;10;0;0;0;0;0;0;246;0;0;0;167;20;0;0;38;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;104;33.35;67.35;3;0;2.83;0;0;0;11.24;1.64;4.45;3.13;2.9;0.02;2.49;1.71;10.13;4.18;3.07;0;0.2;0;0;31.25;60.87;1.37;0;0;30.21;1.01;0;4.9;0.1;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;34.3;4071;1.25;216;20.15;3092;17.03;2658;1.3;278;0.8;140;0.8;171;0.4;98;0;0;0;0;0.2;40;0;0;2.7;514;0;0;3;642;0.4;0;0.5;62;16.25;0;0.4;136;0.5;100;7.12;1366;18.05;3766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;27;33;136;130;0;136;136;136;0;136;0;0;0;0;0;0;0;0;0;2;1;0;59;25;0;289.67;11.04;0;291.37;27.2;25.5;289.67;11.04;7.65;8;0;26.69;120.99;139.79;2.2;0;0;262.98;0;0;0;0;0;0;0;0;0
20.46.67.739.415;1;247;221;26;0;125;7;14;21;14;36;9;5;7;2;6;0;0;1;174;0;6;17;50;17;230;184;63;613;606;0;0;0;0;269;44;0;420.03;13.6;95.5;501.93;36.02;1.5;0;8.4;45.92;193.76;259.75;1.3;0;1.2;456.01;149;52;8;0.6;0;0;6.1;0;0;0;0;0;1891;4300;187;57;88;0;0;0;10;0;566;39;11;0;323;37;0;0;31;0;0;0;4;7;12;0;0;0;0;0;0;0;0;9;0;6;7;0;0;21;76;110.45;156.4;9.5;0;0.01;0;0;0.02;0.65;0.65;0;13.17;0;0;0.11;1.25;5.55;1.1;5.89;0;0;0;0;31.2;61.66;0.45;0;0;40.83;0.7;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.63;3303;12.07;669;31.63;3086;20.61;504;6.18;927;0.81;91;0.5;72;0.1;15;1.2;176;0.02;2;0.6;120;0;0;0.9;23;2.2;357;0.7;112;0;0;0.1;15;83.69;0;0.73;54;0;0;15;0;45.58;3540;0.1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247;10;112;247;245;16;247;198;173;4;212;2;0;0;16;0;0;0;0;0;0;0;0;80;11;0;497.4;31.7;0.6;415.3;13.4;95.5;497.4;31.7;1.3;0;8.4;41.4;193.75;259.75;1.3;0;1.2;456;0.6;0;0;5.3;0;0;0;0;0
20.46.67.739.490;1;3069;2690;379;0;964;92;314;229;157;558;83;88;215;53;176;100;30;10;1141;48;184;384;1312;71;2998;845;2224;7819;7462;0;35;0;0;1502;181;0;4110.27;225.7;332.57;4217.22;616.19;22.33;419.41;195.5;1253.43;1266.67;1465.22;66;4.3;161.6;2963.79;1793;315;32;142.6;0;14.3;4.4;0.1;3.4;0;0;1;24501;17867;3047;1878;2128;70;39;0;147;40;4273;244;126;0;3182;197;52;64;35;0;3;0;18;12;63;6;26;39;2;2;16;0;55;9;0;44;1;0;0;7;315;321.49;874.82;368.8;0.47;17.1;0.01;0.11;0.25;57.6;38.76;13.9;21.07;24.8;2.99;10.96;17.09;49.48;45.35;42.13;1;3.3;0.4;0.51;255.91;434.02;36.61;0;0.16;241.99;6.88;0.6;43.88;0.89;4.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.35;314.95;36128;68.54;3819;341.12;28955;168.27;11975;15.9;2388;15.91;2258;1.83;583;1.56;395;6.8;1130;2.19;378;2.83;574;0.75;253;5.92;773;19.09;4121;2.69;1488;1.9;0;9.38;3531;248.71;0;5.4;1648;2.2;1336;68.19;5635;190.01;38460;0.43;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2908;180;508;3005;2986;469;3000;1465;1934;384;2301;198;0;59;8;1;8;0;0;1;6;0;0;323;27;0;4057.32;500.27;142.6;3941.04;209.4;325.63;4057.32;500.27;20.87;394.29;181.3;1096.73;1266.45;1462.64;65.6;4.3;161.6;2960.59;142.6;0;14.2;4.4;0.1;3.4;0;0;1
20.46.67.739.491;1;122;107;15;0;43;0;13;16;9;14;6;1;1;11;5;3;0;0;107;5;3;5;2;1;121;97;25;288;278;0;5;3;0;122;88;0;411.83;48.3;43.4;406.93;21.56;0.42;0;0;21.98;86.38;298.57;0;0;0;384.95;65;41;9;14.6;0;0;0.4;0;0;0;0;0;1215;0;32;0;4;0;0;0;0;0;292;15;0;0;168;11;0;0;57;0;0;0;0;10;17;2;0;0;0;0;0;0;0;6;0;12;2;0;0;3;27;40.43;51.7;1.2;0;0.21;0;0;0;2.6;0.3;0.6;3.5;0.11;0;0;0.2;0.3;0.6;0.81;0;0;0;0;14.6;32.5;0.6;0;0;15.4;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.71;4199;1.38;90;13.99;1426;13.32;1479;0;0;0.8;100;0;0;0;0;0;0;0;0;0.3;12;0;0;1.6;78;0;0;0.4;27;0;0;0.7;920;62.32;0;0;0;0;0;1;0;77.69;22951;1;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;37;46;122;122;0;122;80;119;0;119;19;0;0;1;0;0;0;0;0;4;2;0;58;39;0;406.37;21.14;14.6;410.47;47.5;43.4;406.37;21.14;0.42;0;0;21.56;86.38;298.43;0;0;0;384.81;14.6;0;0;0.4;0;0;0;0;0
